"Bitcoin Core Version","Num all files","Size all files (B)","Num code files (cpp, py, c, h, sh, c, js, java)","Size code files (B)","*","All line additions","All line removals","All files changed","Ratio all files changed","All changed bytes","Ratio all bytes changed","*","Code line additions","Code line removals","Code files changed","Ratio code files changed","Code changed bytes","Ratio code bytes changed","*","File extenension histogram","Code file extenension histogram",
"bitcoin-0.16.0","1535","22077610","929","8554175","*","63215","23511","873","0.5687296416938111","15673687","0.7099358580933353","*","18565","12632","626","0.673842841765339","6896550","0.8062203543883543","*",".h (302), .cpp (256), .py (133), .md (130), .ts (115), .png (96), .json (85), .cc (74),  (46), .mk (41), .pgp (26), .hex (25), .sh (23), .svg (21), .m4 (20), .c (17), .ui (17), .in (10), .yml (9), .include (7), .am (5), .bash-completion (5), .xpm (5), .conf (4), .1 (4), .rc (4), .java (4), .ac (3), .install (3), .manpages (3), .txt (3), .ico (3), .sage (3), .lintian-overrides (2), .plist (2), .bmp (2), .html (2), .qrc (2), .mm (2), .pro (1), .supp (1), .desktop (1), .protocol (1), .examples (1), .init (1), .openrc (1), .openrcconf (1), .service (1), .cfg (1), .fc (1), .if (1), .spec (1), .te (1), .cert (1), .guess (1), .sub (1), .raw (1), .proto (1), .icns (1), .s (1)",".h (302), .cpp (256), .py (133), .sh (23), .c (17), .java (4)",
"bitcoin-0.16.1","1536","22265347","931","8582456","*","10433","6053","121","0.07877604166666667","7654871","0.3438020076668915","*","674","207","59","0.06337271750805586","1843785","0.2148318616489266","*",".h (302), .cpp (257), .py (134), .md (130), .ts (114), .png (96), .json (85), .cc (74),  (46), .mk (41), .pgp (26), .hex (25), .sh (23), .svg (21), .m4 (20), .c (17), .ui (17), .in (10), .yml (9), .include (7), .am (5), .bash-completion (5), .xpm (5), .conf (4), .1 (4), .rc (4), .java (4), .ac (3), .install (3), .manpages (3), .txt (3), .ico (3), .sage (3), .lintian-overrides (2), .plist (2), .bmp (2), .html (2), .qrc (2), .mm (2), .pro (1), .supp (1), .desktop (1), .protocol (1), .examples (1), .init (1), .openrc (1), .openrcconf (1), .service (1), .cfg (1), .fc (1), .if (1), .spec (1), .te (1), .cert (1), .guess (1), .sub (1), .raw (1), .proto (1), .icns (1), .s (1)",".h (302), .cpp (257), .py (134), .sh (23), .c (17), .java (4)",
"bitcoin-0.16.2","1536","22265548","931","8584335","*","351","311","70","0.045572916666666664","1953342","0.08772934760015788","*","294","215","63","0.06766917293233082","1852275","0.2157738485275796","*",".h (302), .cpp (257), .py (134), .md (130), .ts (114), .png (96), .json (85), .cc (74),  (46), .mk (41), .pgp (26), .hex (25), .sh (23), .svg (21), .m4 (20), .c (17), .ui (17), .in (10), .yml (9), .include (7), .am (5), .bash-completion (5), .xpm (5), .conf (4), .1 (4), .rc (4), .java (4), .ac (3), .install (3), .manpages (3), .txt (3), .ico (3), .sage (3), .lintian-overrides (2), .plist (2), .bmp (2), .html (2), .qrc (2), .mm (2), .pro (1), .supp (1), .desktop (1), .protocol (1), .examples (1), .init (1), .openrc (1), .openrcconf (1), .service (1), .cfg (1), .fc (1), .if (1), .spec (1), .te (1), .cert (1), .guess (1), .sub (1), .raw (1), .proto (1), .icns (1), .s (1)",".h (302), .cpp (257), .py (134), .sh (23), .c (17), .java (4)",
"bitcoin-0.16.3","1536","22272296","931","8592429","*","259","76","14","0.009114583333333334","577523","0.0259301061731579","*","216","7","8","0.008592910848549946","488322","0.0568316595924156","*",".h (302), .cpp (257), .py (134), .md (130), .ts (114), .png (96), .json (85), .cc (74),  (46), .mk (41), .pgp (26), .hex (25), .sh (23), .svg (21), .m4 (20), .c (17), .ui (17), .in (10), .yml (9), .include (7), .am (5), .bash-completion (5), .xpm (5), .conf (4), .1 (4), .rc (4), .java (4), .ac (3), .install (3), .manpages (3), .txt (3), .ico (3), .sage (3), .lintian-overrides (2), .plist (2), .bmp (2), .html (2), .qrc (2), .mm (2), .pro (1), .supp (1), .desktop (1), .protocol (1), .examples (1), .init (1), .openrc (1), .openrcconf (1), .service (1), .cfg (1), .fc (1), .if (1), .spec (1), .te (1), .cert (1), .guess (1), .sub (1), .raw (1), .proto (1), .icns (1), .s (1)",".h (302), .cpp (257), .py (134), .sh (23), .c (17), .java (4)",
"bitcoin-0.17.0","1529","21234889","994","9379456","*","46258","65206","947","0.6193590582079791","15005937","0.7066642542845408","*","34072","17604","663","0.6670020120724346","7389741","0.7878645627209083","*",".h (317), .cpp (281), .py (148), .md (136), .png (97), .json (87), .ts (86), .cc (74),  (40), .mk (40), .sh (32), .hex (25), .svg (22), .m4 (19), .c (17), .ui (17), .in (10), .yml (9), .include (7), .am (5), .xpm (5), .txt (4), .1 (4), .rc (4), .java (4), .ac (3), .bash-completion (3), .conf (3), .ico (3), .sage (3), .plist (2), .bmp (2), .html (2), .qrc (2), .mm (2), .pro (1), .supp (1), .init (1), .openrc (1), .openrcconf (1), .service (1), .cfg (1), .cert (1), .guess (1), .sub (1), .raw (1), .proto (1), .icns (1), .s (1)",".h (317), .cpp (281), .py (148), .sh (32), .c (17), .java (4)",
"bitcoin-0.17.0.1","1529","21165826","994","9379506","*","16","1082","6","0.003924133420536298","119172","0.005630396848202381","*","5","5","3","0.0030181086519114686","54454","0.005805636245661552","*",".h (317), .cpp (281), .py (148), .md (136), .png (97), .json (87), .ts (86), .cc (74),  (40), .mk (40), .sh (32), .hex (25), .svg (22), .m4 (19), .c (17), .ui (17), .in (10), .yml (9), .include (7), .am (5), .xpm (5), .txt (4), .1 (4), .rc (4), .java (4), .ac (3), .bash-completion (3), .conf (3), .ico (3), .sage (3), .plist (2), .bmp (2), .html (2), .qrc (2), .mm (2), .pro (1), .supp (1), .init (1), .openrc (1), .openrcconf (1), .service (1), .cfg (1), .cert (1), .guess (1), .sub (1), .raw (1), .proto (1), .icns (1), .s (1)",".h (317), .cpp (281), .py (148), .sh (32), .c (17), .java (4)",
"bitcoin-0.17.1","1531","21208153","996","9414341","*","1511","485","126","0.08229915088177661","2054462","0.09687133056801316","*","1318","431","113","0.11345381526104417","1899717","0.2017896951045219","*",".h (317), .cpp (281), .py (150), .md (136), .png (97), .json (87), .ts (86), .cc (74),  (40), .mk (40), .sh (32), .hex (25), .svg (22), .m4 (19), .c (17), .ui (17), .in (10), .yml (9), .include (7), .am (5), .xpm (5), .txt (4), .1 (4), .rc (4), .java (4), .ac (3), .bash-completion (3), .conf (3), .ico (3), .sage (3), .plist (2), .bmp (2), .html (2), .qrc (2), .mm (2), .pro (1), .supp (1), .init (1), .openrc (1), .openrcconf (1), .service (1), .cfg (1), .cert (1), .guess (1), .sub (1), .raw (1), .proto (1), .icns (1), .s (1)",".h (317), .cpp (281), .py (150), .sh (32), .c (17), .java (4)",
"bitcoin-0.18.0","1646","22632604","1076","9878412","*","53015","21150","789","0.4793438639125152","14859125","0.6565362518603692","*","24613","13354","562","0.5223048327137546","6535261","0.6615699972829641","*",".h (339), .cpp (309), .py (165), .md (148), .png (97), .ts (93), .json (88), .cc (74),  (45), .sh (45), .mk (39), .hex (25), .svg (22), .m4 (19), .in (18), .c (17), .ui (17), .yml (10), .include (7), .am (5), .txt (5), .1 (5), .xpm (5), .rc (5), .java (4), .ac (3), .bash-completion (3), .conf (3), .ico (3), .mm (3), .sage (3), .bmp (2), .html (2), .qrc (2), .sln (1), .targets (1), .pro (1), .supp (1), .init (1), .openrc (1), .openrcconf (1), .service (1), .cfg (1), .cert (1), .guess (1), .sub (1), .raw (1), .proto (1), .icns (1), .s (1)",".h (339), .cpp (309), .py (165), .sh (45), .c (17), .java (4)",
"bitcoin-0.18.1","1674","23375745","1078","9897003","*","22901","2186","119","0.07108721624850657","5231676","0.22380788291453385","*","913","444","55","0.05102040816326531","1747527","0.17657133174557996","*",".h (339), .cpp (310), .py (166), .md (148), .ts (119), .png (97), .json (88), .cc (74),  (45), .sh (45), .mk (39), .hex (25), .svg (22), .m4 (19), .in (18), .c (17), .ui (17), .yml (10), .include (7), .am (5), .txt (5), .1 (5), .xpm (5), .rc (5), .java (4), .ac (3), .bash-completion (3), .conf (3), .ico (3), .mm (3), .sage (3), .bmp (2), .html (2), .qrc (2), .sln (1), .targets (1), .pro (1), .supp (1), .init (1), .openrc (1), .openrcconf (1), .service (1), .cfg (1), .cert (1), .guess (1), .sub (1), .raw (1), .proto (1), .icns (1), .s (1)",".h (339), .cpp (310), .py (166), .sh (45), .c (17), .java (4)",
"bitcoin-0.19.0.1","1736","22617702","1169","10458574","*","70377","97314","955","0.5501152073732719","15762081","0.6968913552756155","*","26589","13625","634","0.542343883661249","7882916","0.7537276114315393","*",".h (365), .cpp (345), .py (174), .md (160), .json (88), .png (87), .ts (76), .cc (74), .sh (64),  (46), .mk (34), .hex (26), .svg (21), .in (19), .m4 (19), .c (18), .ui (18), .yml (11), .patch (11), .include (8), .am (5), .txt (5), .1 (5), .xpm (5), .rc (5), .java (4), .ac (3), .bash-completion (3), .conf (3), .ico (3), .mm (3), .sage (3), .targets (2), .bmp (2), .html (2), .qrc (2), .yapf (1), .sln (1), .pro (1), .supp (1), .scm (1), .init (1), .openrc (1), .openrcconf (1), .service (1), .cfg (1), .cert (1), .guess (1), .sub (1), .raw (1), .proto (1), .icns (1), .s (1)",".h (365), .cpp (345), .py (174), .sh (64), .c (18), .java (4)",
"bitcoin-0.19.1","1738","22720448","1171","10474050","*","5623","4337","110","0.06329113924050633","6093754","0.2682057149577332","*","417","126","58","0.04953031596925705","1562129","0.14914278621927526","*",".h (365), .cpp (345), .py (174), .md (161), .json (90), .png (87), .cc (74), .ts (74), .sh (64),  (46), .mk (34), .hex (26), .svg (21), .in (19), .m4 (19), .c (18), .ui (18), .yml (11), .patch (11), .include (8), .txt (6), .am (5), .1 (5), .xpm (5), .rc (5), .java (4), .ac (3), .bash-completion (3), .conf (3), .ico (3), .mm (3), .sage (3), .targets (2), .bmp (2), .html (2), .qrc (2), .yapf (1), .sln (1), .pro (1), .supp (1), .scm (1), .init (1), .openrc (1), .openrcconf (1), .service (1), .cfg (1), .cert (1), .guess (1), .sub (1), .raw (1), .proto (1), .icns (1), .s (1)",".h (365), .cpp (345), .py (174), .sh (64), .c (18), .java (4)",
"bitcoin-0.20.0","1862","24302119","1255","10936563","*","68029","32195","1173","0.6299677765843179","17969935","0.7394390176428648","*","31135","17370","867","0.6908366533864542","8938409","0.8172959822935231","*",".h (390), .cpp (355), .py (190), .md (166), .json (91), .cc (89), .png (87), .ts (85), .sh (70),  (50), .mk (31), .hex (28), .in (22), .svg (21), .c (19), .m4 (18), .ui (18), .vcxproj (16), .yml (14), .patch (13), .include (11), .txt (9), .am (5), .1 (5), .xpm (5), .rc (5), .java (4), .ac (3), .bash-completion (3), .conf (3), .ico (3), .mm (3), .sage (3), .targets (2), .bmp (2), .raw (2), .cmake (2), .html (2), .qrc (2), .yapf (1), .sln (1), .pro (1), .supp (1), .scm (1), .init (1), .openrc (1), .openrcconf (1), .service (1), .cfg (1), .cert (1), .guess (1), .sub (1), .icns (1), .s (1)",".h (390), .cpp (355), .py (190), .sh (70), .c (19), .java (4)",
"bitcoin-0.20.1","1862","24345914","1255","10939501","*","2393","1457","77","0.041353383458646614","5016632","0.2060564249097405","*","314","264","37","0.02948207171314741","1283301","0.11730891564432418","*",".h (390), .cpp (355), .py (190), .md (166), .json (91), .cc (89), .png (87), .ts (85), .sh (70),  (50), .mk (31), .hex (28), .in (22), .svg (21), .c (19), .m4 (18), .ui (18), .vcxproj (16), .yml (14), .patch (13), .include (11), .txt (9), .am (5), .1 (5), .xpm (5), .rc (5), .java (4), .ac (3), .bash-completion (3), .conf (3), .ico (3), .mm (3), .sage (3), .targets (2), .bmp (2), .raw (2), .cmake (2), .html (2), .qrc (2), .yapf (1), .sln (1), .pro (1), .supp (1), .scm (1), .init (1), .openrc (1), .openrcconf (1), .service (1), .cfg (1), .cert (1), .guess (1), .sub (1), .icns (1), .s (1)",".h (390), .cpp (355), .py (190), .sh (70), .c (19), .java (4)",
"bitcoin-0.21.0","2049","27257560","1415","12682870","*","99137","34803","1160","0.5661298194241093","19979368","0.732984463759779","*","57926","18650","859","0.6070671378091873","9865668","0.7778734623945527","*",".cpp (466), .h (417), .py (209), .md (170), .json (92), .cc (89), .png (87), .ts (86), .sh (75),  (52), .mk (36), .hex (28), .patch (24), .in (22), .svg (21), .c (19), .ui (19), .m4 (18), .vcxproj (16), .yml (15), .include (13), .txt (8), .am (5), .1 (5), .xpm (5), .rc (5), .sage (4), .ac (3), .bash-completion (3), .conf (3), .ico (3), .mm (3), .targets (2), .bmp (2), .raw (2), .cmake (2), .html (2), .qrc (2), .yapf (1), .sln (1), .pro (1), .supp (1), .scm (1), .init (1), .openrc (1), .openrcconf (1), .service (1), .cfg (1), .cert (1), .guess (1), .sub (1), .icns (1), .s (1), .csv (1)",".cpp (466), .h (417), .py (209), .sh (75), .c (19)",
"bitcoin-0.21.1","2053","27901769","1418","12739484","*","22897","8967","127","0.06186069167072577","8883301","0.31837769856097653","*","2257","939","55","0.038787023977433006","1691152","0.13274886172783765","*",".cpp (467), .h (418), .py (210), .md (171), .json (92), .cc (89), .png (87), .ts (85), .sh (75),  (52), .mk (36), .hex (28), .patch (24), .in (22), .svg (21), .m4 (19), .c (19), .ui (19), .vcxproj (16), .yml (15), .include (13), .txt (8), .am (5), .1 (5), .xpm (5), .rc (5), .sage (4), .ac (3), .bash-completion (3), .conf (3), .ico (3), .mm (3), .targets (2), .bmp (2), .raw (2), .cmake (2), .html (2), .qrc (2), .yapf (1), .sln (1), .pro (1), .supp (1), .scm (1), .init (1), .openrc (1), .openrcconf (1), .service (1), .cfg (1), .cert (1), .guess (1), .sub (1), .icns (1), .s (1), .csv (1)",".cpp (467), .h (418), .py (210), .sh (75), .c (19)",
"bitcoin-22.0","2191","28896970","1523","13697551","*","131895","131091","1370","0.6252852578731173","21838777","0.7557462599019897","*","47017","23242","1007","0.6611950098489823","10978216","0.8014729056310869","*",".cpp (515), .h (450), .py (233), .md (180), .png (93), .json (92), .cc (89), .ts (89), .sh (73),  (62), .mk (38), .hex (28), .in (23), .svg (21), .c (19), .ui (19), .vcxproj (17), .patch (17), .m4 (16), .yml (13), .include (13), .txt (8), .1 (6), .rc (6), .sage (6), .am (5), .xpm (5), .ac (3), .bash-completion (3), .bash (3), .conf (3), .ico (3), .mm (3), .targets (2), .pro (2), .bmp (2), .raw (2), .capnp (2), .html (2), .qrc (2), .yapf (1), .sln (1), .supp (1), .scm (1), .init (1), .openrc (1), .openrcconf (1), .service (1), .cfg (1), .cert (1), .guess (1), .sub (1), .cmake (1), .xml (1), .gradle (1), .properties (1), .java (1), .xlf (1), .ttf (1), .icns (1), .dockerfile (1), .s (1), .csv (1)",".cpp (515), .h (450), .py (233), .sh (73), .c (19), .java (1)",
"bitcoin-22.1","2217","29216471","1526","13393499","*","29453","9957","137","0.061795218764095626","9166031","0.3137282048882632","*","445","133","35","0.022935779816513763","989575","0.07388472571655846","*",".cpp (516), .h (450), .py (234), .md (181), .ts (97), .png (93), .json (92), .cc (89), .sh (73),  (65), .mk (38), .patch (28), .hex (28), .in (23), .svg (21), .c (19), .ui (19), .vcxproj (17), .m4 (16), .yml (13), .include (13), .txt (8), .1 (6), .rc (6), .sage (6), .am (5), .xpm (5), .ac (3), .bash-completion (3), .bash (3), .conf (3), .ico (3), .mm (3), .targets (2), .pro (2), .bmp (2), .raw (2), .capnp (2), .html (2), .qrc (2), .yapf (1), .sln (1), .supp (1), .scm (1), .init (1), .openrc (1), .openrcconf (1), .service (1), .plist (1), .cfg (1), .cert (1), .guess (1), .sub (1), .cmake (1), .xml (1), .gradle (1), .properties (1), .java (1), .xlf (1), .ttf (1), .icns (1), .dockerfile (1), .s (1), .csv (1)",".cpp (516), .h (450), .py (234), .sh (73), .c (19), .java (1)",
"bitcoin-23.0","2355","35666095","1629","18844898","*","166281","114755","1429","0.6067940552016985","28110854","0.788167417823566","*","74606","19628","1048","0.6433394720687539","16178915","0.8585302504688537","*",".cpp (559), .h (482), .py (257), .md (195), .png (98), .json (94), .ts (94), .cc (89), .sh (74),  (63), .mk (51), .patch (30), .hex (29), .in (24), .svg (20), .ui (19), .m4 (18), .vcxproj (17), .c (17), .include (15), .txt (9), .sage (9), .yml (7), .am (6), .1 (6), .rc (6), .xpm (5), .ac (4), .bash-completion (3), .bash (3), .conf (3), .bt (3), .ico (3), .mm (3), .targets (2), .pro (2), .bmp (2), .raw (2), .capnp (2), .html (2), .dockerfile (2), .qrc (2), .xml (2), .yapf (1), .sln (1), .supp (1), .scm (1), .init (1), .openrc (1), .openrcconf (1), .service (1), .cfg (1), .tiff (1), .cert (1), .guess (1), .sub (1), .cmake (1), .gradle (1), .properties (1), .java (1), .xlf (1), .ttf (1), .icns (1), .s (1), .csv (1)",".cpp (559), .h (482), .py (257), .sh (74), .c (17), .java (1)",
"bitcoin-23.1","2370","36250861","1633","18519498","*","26592","1903","109","0.0459915611814346","8673361","0.23925944821007147","*","1077","110","18","0.011022657685241886","509963","0.027536545537033455","*",".cpp (561), .h (482), .py (258), .md (196), .ts (99), .png (98), .json (94), .cc (89), .sh (74),  (67), .mk (51), .patch (29), .hex (29), .in (24), .svg (20), .m4 (19), .ui (19), .vcxproj (17), .c (17), .include (15), .txt (9), .sage (9), .yml (8), .am (6), .1 (6), .rc (6), .xpm (5), .ac (4), .bash-completion (3), .bash (3), .conf (3), .bt (3), .ico (3), .mm (3), .targets (2), .pro (2), .bmp (2), .raw (2), .capnp (2), .html (2), .dockerfile (2), .qrc (2), .xml (2), .yapf (1), .sln (1), .supp (1), .scm (1), .init (1), .openrc (1), .openrcconf (1), .service (1), .plist (1), .cfg (1), .tiff (1), .cert (1), .guess (1), .sub (1), .cmake (1), .gradle (1), .properties (1), .java (1), .xlf (1), .ttf (1), .icns (1), .s (1), .csv (1)",".cpp (561), .h (482), .py (258), .sh (74), .c (17), .java (1)",
"bitcoin-24.0.1","2453","37204360","1716","19517166","*","57126","37930","1128","0.4598450876477782","26704283","0.7177729438162624","*","41158","16694","807","0.47027972027972026","14516049","0.7437580333128283","*",".cpp (599), .h (507), .py (297), .md (198), .png (98), .ts (98), .json (94), .cc (89),  (66), .sh (50), .mk (50), .patch (35), .hex (29), .in (23), .c (22), .svg (20), .ui (19), .m4 (18), .vcxproj (16), .include (15), .sage (9), .txt (8), .yml (7), .1 (6), .rc (6), .am (5), .xpm (5), .ac (3), .bash-completion (3), .bash (3), .conf (3), .bt (3), .ico (3), .mm (3), .targets (2), .pro (2), .bmp (2), .raw (2), .capnp (2), .html (2), .dockerfile (2), .qrc (2), .xml (2), .yapf (1), .sln (1), .bat (1), .supp (1), .imp (1), .scm (1), .init (1), .openrc (1), .openrcconf (1), .service (1), .plist (1), .cfg (1), .tiff (1), .cert (1), .guess (1), .sub (1), .cmake (1), .gradle (1), .properties (1), .java (1), .xlf (1), .ttf (1), .icns (1), .s (1), .csv (1)",".cpp (599), .h (507), .py (297), .sh (50), .c (22), .java (1)",
